2025-04-23 15:28:16,941 INFO    StreamThr :160272 [internal.py:wandb_internal():83] W&B internal server running at pid: 160272, started at: 2025-04-23 15:28:16.940963
2025-04-23 15:28:16,944 INFO    WriterThread:160272 [datastore.py:open_for_write():87] open: /home/thousig/fagproject/02466_project/wandb/run-20250423_152816-afzjz333/run-afzjz333.wandb
2025-04-23 15:28:17,411 INFO    SenderThread:160272 [dir_watcher.py:__init__():211] watching files in: /home/thousig/fagproject/02466_project/wandb/run-20250423_152816-afzjz333/files
2025-04-23 15:28:17,411 INFO    SenderThread:160272 [sender.py:_start_run_threads():1134] run started: afzjz333 with start time 1745414896.939598
2025-04-23 15:28:17,498 INFO    HandlerThread:160272 [system_monitor.py:start():187] Starting system monitor
2025-04-23 15:28:17,499 INFO    SystemMonitor:160272 [system_monitor.py:_start():151] Starting system asset monitoring threads
2025-04-23 15:28:17,499 INFO    HandlerThread:160272 [system_monitor.py:probe():207] Collecting system info
2025-04-23 15:28:17,499 INFO    SystemMonitor:160272 [interfaces.py:start():186] Started cpu monitoring
2025-04-23 15:28:17,499 INFO    SystemMonitor:160272 [interfaces.py:start():186] Started disk monitoring
2025-04-23 15:28:17,500 INFO    SystemMonitor:160272 [interfaces.py:start():186] Started gpu monitoring
2025-04-23 15:28:17,501 INFO    SystemMonitor:160272 [interfaces.py:start():186] Started memory monitoring
2025-04-23 15:28:17,502 INFO    SystemMonitor:160272 [interfaces.py:start():186] Started network monitoring
2025-04-23 15:28:17,599 INFO    HandlerThread:160272 [system_monitor.py:probe():217] Finished collecting system info
2025-04-23 15:28:17,599 INFO    HandlerThread:160272 [system_monitor.py:probe():220] Publishing system info
2025-04-23 15:28:18,409 INFO    Thread-12 :160272 [dir_watcher.py:_on_file_created():272] file/dir created: /home/thousig/fagproject/02466_project/wandb/run-20250423_152816-afzjz333/files/conda-environment.yaml
2025-04-23 15:28:18,416 INFO    HandlerThread:160272 [system_monitor.py:probe():222] Finished publishing system info
2025-04-23 15:28:18,417 INFO    SenderThread:160272 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2025-04-23 15:28:19,016 INFO    wandb-upload_0:160272 [upload_job.py:push():130] Uploaded file /tmp/tmpmxd6z92rwandb/srhjrqyo-wandb-metadata.json
2025-04-23 15:28:19,409 INFO    Thread-12 :160272 [dir_watcher.py:_on_file_created():272] file/dir created: /home/thousig/fagproject/02466_project/wandb/run-20250423_152816-afzjz333/files/output.log
2025-04-23 15:28:19,409 INFO    Thread-12 :160272 [dir_watcher.py:_on_file_created():272] file/dir created: /home/thousig/fagproject/02466_project/wandb/run-20250423_152816-afzjz333/files/requirements.txt
2025-04-23 15:28:19,409 INFO    Thread-12 :160272 [dir_watcher.py:_on_file_created():272] file/dir created: /home/thousig/fagproject/02466_project/wandb/run-20250423_152816-afzjz333/files/wandb-metadata.json
2025-04-23 15:28:21,409 INFO    Thread-12 :160272 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/thousig/fagproject/02466_project/wandb/run-20250423_152816-afzjz333/files/output.log
2025-04-23 15:28:31,436 INFO    SenderThread:160272 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2025-04-23 15:28:32,182 INFO    SenderThread:160272 [sender.py:send_request_log_artifact():1487] logged artifact Neural_Network - {'id': 'QXJ0aWZhY3Q6MTY3NjQ3MDQzNw==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU3ODM5NzE2Ng==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTY3NjcyOTkwNA==', 'versionIndex': 22}}}
2025-04-23 15:28:32,183 INFO    SenderThread:160272 [sender.py:send_exit():554] handling exit code: 0
2025-04-23 15:28:32,183 INFO    SenderThread:160272 [sender.py:send_exit():556] handling runtime: 14
2025-04-23 15:28:32,184 INFO    SenderThread:160272 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2025-04-23 15:28:32,184 INFO    SenderThread:160272 [sender.py:send_exit():562] send defer
2025-04-23 15:28:32,184 INFO    HandlerThread:160272 [handler.py:handle_request_defer():188] handle defer: 0
2025-04-23 15:28:32,184 INFO    SenderThread:160272 [sender.py:send_request_defer():578] handle sender defer: 0
2025-04-23 15:28:32,184 INFO    SenderThread:160272 [sender.py:transition_state():582] send defer: 1
2025-04-23 15:28:32,184 INFO    HandlerThread:160272 [handler.py:handle_request_defer():188] handle defer: 1
2025-04-23 15:28:32,184 INFO    SenderThread:160272 [sender.py:send_request_defer():578] handle sender defer: 1
2025-04-23 15:28:32,185 INFO    SenderThread:160272 [sender.py:transition_state():582] send defer: 2
2025-04-23 15:28:32,185 INFO    HandlerThread:160272 [handler.py:handle_request_defer():188] handle defer: 2
2025-04-23 15:28:32,185 INFO    HandlerThread:160272 [system_monitor.py:finish():196] Stopping system monitor
2025-04-23 15:28:32,186 INFO    HandlerThread:160272 [interfaces.py:finish():198] Joined cpu monitor
2025-04-23 15:28:32,186 INFO    HandlerThread:160272 [interfaces.py:finish():198] Joined disk monitor
2025-04-23 15:28:32,194 INFO    HandlerThread:160272 [interfaces.py:finish():198] Joined gpu monitor
2025-04-23 15:28:32,194 INFO    HandlerThread:160272 [interfaces.py:finish():198] Joined memory monitor
2025-04-23 15:28:32,194 INFO    HandlerThread:160272 [interfaces.py:finish():198] Joined network monitor
2025-04-23 15:28:32,195 INFO    SenderThread:160272 [sender.py:send_request_defer():578] handle sender defer: 2
2025-04-23 15:28:32,195 INFO    SenderThread:160272 [sender.py:transition_state():582] send defer: 3
2025-04-23 15:28:32,195 INFO    HandlerThread:160272 [handler.py:handle_request_defer():188] handle defer: 3
2025-04-23 15:28:32,195 INFO    SenderThread:160272 [sender.py:send_request_defer():578] handle sender defer: 3
